sku,name,store_view_code,description,series_description,short_description
NMK0509SAC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1209SAC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1509SAC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2409SAC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","9V 222mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMK0512SAC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1212SAC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1512SAC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2412SAC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","12V 167mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMK0515SAC,,murataps_store_view,"15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1215SAC,,murataps_store_view,"15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1515SAC,,murataps_store_view,"15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2415SAC,,murataps_store_view,"15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","15V 133mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMK0505SC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1205SC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1505SC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2405SC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMK0509SC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1209SC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1509SC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2409SC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMK0512SC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1212SC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1512SC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2412SC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMK0515SC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NMK1215SC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMK1515SC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMK2415SC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input","The NMK series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated NMK series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type. Unbalanced loading capabilities on dual output variants, all of the rated output power may be drawn from a single output","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 3kVDC, DC-DC Converter, 21.6-26.4V Input"
NMH0505DC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMH0509DC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMH0512DC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMH0515DC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMH1205DC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMH1209DC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMH1212DC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMH1215DC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMH2405DC,,murataps_store_view,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input"
NMH2409DC,,murataps_store_view,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input"
NMH2412DC,,murataps_store_view,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input"
NMH2415DC,,murataps_store_view,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMH series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board point-of-use power systems. They are ideally suited for providing dual rail supplies on single rail boards with the added benefit of galvanic isolation to reduce circuit noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 2 watts. Pin compatibility with the NMA 1 watt series ensures minimal effort in upgrading distributed power systems.,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 1kVDC, DC-DC Converter, 21.6-26.4V Input"
NDL0505SC,,murataps_store_view,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL0509SC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL0512SC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL0515SC,,murataps_store_view,"15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL1205SC,,murataps_store_view,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL1209SC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL1212SC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL1215SC,,murataps_store_view,"15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL2405SC,,murataps_store_view,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input"
