sku,store_view_code,description,series_description,short_description
NMR106C,,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  10.8-13.2V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  10.8-13.2V Input"
NMR107C,,"12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  10.8-13.2V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  10.8-13.2V Input"
NMR108C,,"15V 67mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  10.8-13.2V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"15V 67mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  10.8-13.2V Input"
NMR118C,,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  21.6-26.4V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  21.6-26.4V Input"
NMR119C,,"12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  21.6-26.4V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  21.6-26.4V Input"
NMR120C,,"15V 67mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  21.6-26.4V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"15V 67mA, Isolated 1W Single Output 1kVDC, DC-DC Converter,  21.6-26.4V Input"
NMS0505C,,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input"
NMS0509C,,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input"
NMS0512C,,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input"
NMS0515C,,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 4.5-5.5V Input"
NMS1205C,,"&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;5V &plusmn;200mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input"
NMS1209C,,"&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;9V &plusmn;111mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input"
NMS1212C,,"&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;12V &plusmn;83mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input"
NMS1215C,,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input","The NMS series of DC-DC converters are UL1950 recognized which makes them ideal for all telecom and safety applications where approved isolation is required. The low profile package allows mounting in rack systems without risk of touching other boards. The output configuration allows all of the rated power to be drawn from a single pin provided the total load does not exceed 2 watts. The devices feature low noise and low isolation capacitance suiltable for applications in high noise environments, e.g. heavy electrical machine interface.","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output 6kVDC, DC-DC Converter, 10.8-13.2V Input"
NMT0572SC,,"-24/-48/-72V 42/21/14mA, Triple Output Isolated 1kVDC, DC-DC Converter, 4.5-5.5Vin","The NMT series is a range of DC/DC converters
offering three output voltages of -24V, -48V
and -72V from a single isolated 5V or 12V input
voltage. The product is designed for use with
telecommunications circuits requiring an on board
supply for the -72V RING-TIP connection service
generated from a nominal 5V or 12V DC input
supply rail. The device also offers battery level
voltages of -24V and -48V for access control and
data pump IC's. The product is packaged in an
8 pin SIP case for minimum PCB footprint. The
rated power may be shared or drawn from any
one output providing the total output load does not
exceed 3W.","-24/-48/-72V 42/21/14mA, Triple Output Isolated 1kVDC, DC-DC Converter, 4.5-5.5Vin"
NMT1272SC,,"-24/-48/-72V 42/21/14mA, Triple Output Isolated 1kVDC, DC-DC Converter, 10.8-13.2Vin","The NMT series is a range of DC/DC converters
offering three output voltages of -24V, -48V
and -72V from a single isolated 5V or 12V input
voltage. The product is designed for use with
telecommunications circuits requiring an on board
supply for the -72V RING-TIP connection service
generated from a nominal 5V or 12V DC input
supply rail. The device also offers battery level
voltages of -24V and -48V for access control and
data pump IC's. The product is packaged in an
8 pin SIP case for minimum PCB footprint. The
rated power may be shared or drawn from any
one output providing the total output load does not
exceed 3W.","-24/-48/-72V 42/21/14mA, Triple Output Isolated 1kVDC, DC-DC Converter, 10.8-13.2Vin"
NMTTLD6S5MC,,"&plusmn; 6V Unregulated and +5V Regulated, Isolated TTL Driver DC-DC, 4.5-5.5V Input","The NMTTLD6S5MC is a low power electrically isolated TTL data transmission device designed for bi-directional. No external components are needed as a single 5V supply powers all functions either side of the isolation boundary. NMTTLD655MC also  provides a regulated 5V, unregulated 6V and -6V isolated supply'<sup>TM</sup>s for system use.","&plusmn;6V Unregulated and +5V Regulated, Isolated TTL Driver DC-DC, 4.5-5.5V Input"
NMUSB2022PMC,,"5V, 2 MOPP Powered Dual Port USB Data Isolator, 4.5-5.5V Input","The NMUSB202MC is a surface mount module which conveniently provides dual port USB data isolation from a single upstream port with full power (500mA) available from each port. Isolation provides effective breaking of ground loops and immunity to EMI in harsh environments as found in industrial and medical applications. 'Full'<sup>TM</sup> speed operation (12Mbps) is supported, limited by the data isolation chipset. Source power of 5V can be provided by an external 'adapter'<sup>TM</sup> or system voltage rail.","5V, 2 MOPP Powered Dual Port USB Data Isolator, 4.5-5.5V Input"
NMUSB202MC,,"5V, Powered Dual Port USB Data Isolator, 4.5-5.5V Input","The NMUSB202MC is a surface mount module which conveniently provides dual port USB data isolation from a single upstream port with full power (500mA) available from each port. Isolation provides effective breaking of ground loops and immunity to EMI in harsh environments as found in industrial and medical applications. 'Full'<sup>TM</sup> speed operation (12Mbps) is supported, limited by the data isolation chipset. Source power of 5V can be provided by an external 'adapter'<sup>TM</sup> or system voltage rail.","5V, Powered Dual Port USB Data Isolator, 4.5-5.5V Input"
NMUSBEVALC,,"5V, Powered Dual Port USB Data Isolator, 4.5-5.5V Input","The NMUSBEVALC is a internal module which conveniently provides dual port USB data isolation from a single upstream port with full power (500mA) available from each downstream port. Isolation provides effective breaking of ground loops and immunity to EMI in harsh environments as found in industrial and medical applications. Full speed (12Mbps) and low speed (1.5Mbps) are supported with automatic
switching. Input power of 5V is provided by an external system voltage rail. The NMUSBEVALC has a molex pin header which can be mounted to a system socket holder to create a dual port USB data isolater.","5V, Powered Dual Port USB Data Isolator, 4.5-5.5V Input"
NMUSBEVALEXC,,"5V, Powered Dual Port USB Data Isolator, 4.5-5.5V Input","The NMUSBEVALEXC is a standalone module which conveniently provides dual port USB data isolation from a single upstream port with full power (500mA) available from each downstream port. Isolation provides effective breaking of ground loops and immunity to EMI in harsh environments as found in industrial and medical applications. Full speed (12Mbps) and low speed (1.5Mbps) are supported with
automatic switching. Input power of 5V is provided by an external 'adapter'<sup>TM</sup> or system voltage rail. The NMUSBEVALEXC has a conventional USB B type connection.","5V, Powered Dual Port USB Data Isolator, 4.5-5.5V Input"
NMV0505DAC,,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0505DC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0505SAC,,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0505SC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0509DAC,,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0509DC,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0509SAC,,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0509SC,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0512DAC,,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0512DC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0512SAC,,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0512SC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0515DAC,,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0515DC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV0515SAC,,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 4.5-9V Input"
NMV0515SC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 4.5-9V Input"
NMV1205DAC,,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1205DC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1205SAC,,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1205SC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1209DAC,,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1209DC,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1209SAC,,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"9V 111mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1209SC,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1212DAC,,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1212DC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1212SAC,,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1212SC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1215DAC,,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMV1215DC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1215SAC,,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
